time;variable;index;id;name;numsamples;min;mean;max;std;
1966-01-01T00:00:00;index;6;DE;Deutschland;73481;-2.84707;-2.41823;-1.15753;0.387377
1966-01-01T00:00:00;index;7;DK;Danmark;9952;-3.07225;-1.7587;-1.15753;0.608486
1966-01-01T00:00:00;index;8;EE;Eesti;11238;-2.92716;-2.38631;-1.91067;0.199574
1966-01-01T00:00:00;index;9;EL;Ellada;21984;-3.50848;-1.55097;-0.512198;0.380281
1966-01-01T00:00:00;index;10;ES;Espana;84671;-3.29304;-2.41198;-1.06175;0.727164
1966-01-01T00:00:00;index;11;FI;Suomi / Finland;100744;-2.89706;-2.18089;-1.55726;0.377219
1966-01-01T00:00:00;index;12;HR;Hrvatska;10306;-2.99917;-1.45457;0.154905;1.13536
1966-01-01T00:00:00;index;13;HU;Magyarorszag;17680;-2.99917;-2.38646;-2.3265;0.142338
1966-01-01T00:00:00;index;14;IE;Ireland;15033;nan;nan;nan;nan
1966-01-01T00:00:00;index;15;IS;Island;2413;nan;nan;nan;nan
1966-01-01T00:00:00;index;16;IT;Italia;53069;-2.99917;-0.952223;0.154905;0.879281
1966-01-01T00:00:00;index;17;LI;Liechtenstein;28;-2.47543;-2.47543;-2.47543;0.0
1966-01-01T00:00:00;index;18;LT;Lietuva;14716;-2.37388;-2.24983;-2.13603;0.0872678
1966-01-01T00:00:00;index;19;LU;Luxembourg;519;-2.49158;-2.49157;-2.49158;2.38419e-07
1966-01-01T00:00:00;index;20;LV;Latvija;15217;-2.84074;-2.32477;-1.91067;0.216192
1966-01-01T00:00:00;index;21;ME;Tsrna Gora;2433;-1.56614;-1.56614;-1.56614;1.19209e-07
1966-01-01T00:00:00;index;22;MK;Poraneshna Jugoslovenska Republika Makedonija;4381;-3.17947;-2.24847;-0.512198;0.814193
1966-01-01T00:00:00;index;23;MT;Malta;50;-1.0632;-0.893312;-0.213778;0.339767
1966-01-01T00:00:00;index;24;NL;Nederland;7841;-2.84874;-2.59979;-0.73185;0.314291
1966-01-01T00:00:00;index;25;NO;Norge;96967;-3.29562;-2.238;-1.41563;0.501474
1966-01-01T00:00:00;index;26;PL;Polska;65448;-2.71312;-2.20563;-1.70885;0.267619
1966-01-01T00:00:00;index;27;PT;Portugal;14961;nan;nan;nan;nan
1966-01-01T00:00:00;index;28;RO;Romania;44171;-2.59623;-2.14258;-0.843017;0.346469
1966-01-01T00:00:00;index;29;SE;Sverige;126657;-3.29562;-2.24811;-1.15407;0.636935
1966-01-01T00:00:00;index;30;SI;Slovenija;3767;-2.99917;-2.97395;-0.36045;0.256721
1966-01-01T00:00:00;index;31;SK;Slovensko;9591;-2.84707;-2.30365;-1.70885;0.15489
1966-01-01T00:00:00;index;32;TR;Turkiye;65663;-3.85369;-2.836;-1.36712;0.764551
1966-01-01T00:00:00;index;33;UK;United Kingdom;54019;-2.12022;-1.21436;-0.662492;0.428261
1966-01-01T00:00:00;index;34;FR;France;103191;-3.00043;-1.98931;-0.0100121;0.589346
1967-01-01T00:00:00;index;0;AT;Osterreich;16037;-5.37949;-4.95503;-4.18491;0.422635
1967-01-01T00:00:00;index;1;BE;Belgique-Belgie;6223;-4.41747;-3.93481;-3.89171;0.0242517
1967-01-01T00:00:00;index;2;BG;Balgariya;19525;-4.2106;-3.76492;-3.07084;0.473011
1967-01-01T00:00:00;index;3;CH;Schweiz/Suisse/Svizzera;7783;-4.64591;-3.98797;-3.79796;0.264432
1967-01-01T00:00:00;index;4;CY;Kipros / Kibris;1473;-2.15835;-2.15835;-2.15835;2.38419e-07
1967-01-01T00:00:00;index;5;CZ;Ceska republika;15755;-5.37949;-4.68237;-4.07954;0.401226
1967-01-01T00:00:00;index;6;DE;Deutschland;73481;-5.37949;-4.18048;-2.9678;0.324878
1967-01-01T00:00:00;index;7;DK;Danmark;9952;-4.43285;-3.28864;-2.94024;0.437311
1967-01-01T00:00:00;index;8;EE;Eesti;11238;-4.28676;-4.01188;-3.47319;0.249877
1967-01-01T00:00:00;index;9;EL;Ellada;21984;-4.2106;-2.76382;-1.34108;0.427113
1967-01-01T00:00:00;index;10;ES;Espana;84671;-4.0598;-3.50519;-2.38022;0.412266
1967-01-01T00:00:00;index;11;FI;Suomi / Finland;100744;-4.28676;-3.1956;-2.50427;0.423108
1967-01-01T00:00:00;index;12;HR;Hrvatska;10306;-4.55538;-4.05115;-3.24008;0.341176
1967-01-01T00:00:00;index;13;HU;Magyarorszag;17680;-5.37949;-3.91573;-3.27703;0.30334
1967-01-01T00:00:00;index;14;IE;Ireland;15033;nan;nan;nan;nan
1967-01-01T00:00:00;index;15;IS;Island;2413;nan;nan;nan;nan
1967-01-01T00:00:00;index;16;IT;Italia;53069;-4.64591;-3.4141;-1.64793;0.903958
1967-01-01T00:00:00;index;17;LI;Liechtenstein;28;-4.64591;-4.64591;-4.64591;4.76837e-07
1967-01-01T00:00:00;index;18;LT;Lietuva;14716;-3.94363;-3.88117;-3.52358;0.133635
1967-01-01T00:00:00;index;19;LU;Luxembourg;519;-3.9551;-3.9551;-3.9551;0.0
1967-01-01T00:00:00;index;20;LV;Latvija;15217;-4.0741;-3.91596;-3.82609;0.0401464
1967-01-01T00:00:00;index;21;ME;Tsrna Gora;2433;-4.09798;-4.09798;-4.09798;4.76837e-07
